kind,key,source,line
timeline,hit_slime_decoy,nel/M2MatoateTarget.cs,310
particle_once,td107_cure_in_tent,nel/M2MobGAnimatorCityCaster.cs,1960
custom_effect,marunomi_overlay,nel/M2MobGAnimatorCityCaster.cs,2087
timeline,hit_td_barricade_initdeath,nel/M2MoverBarricadeTD.cs,209
timeline,td_finalwall_break,nel/M2MoverBarricadeTDFinalWall.cs,49
timeline,td_finalwall_break,nel/M2MoverBarricadeTDFinalWall.cs,53
timeline,td_finalwall_break_whole,nel/M2MoverBarricadeTDFinalWall.cs,120
timeline,bench_cure_hp,nel/M2MoverBarricadeTDHealTent.cs,107
timeline,td_offensive_wall_reflect,nel/M2MoverBarricadeTDOffensiveWall.cs,73
timeline,pr_web_trapped,nel/M2PrADmg.cs,162
timeline,dmg_down,nel/M2PrADmg.cs,228
timeline,dmg_bound,nel/M2PrADmg.cs,236
timeline,dmg_down,nel/M2PrADmg.cs,243
timeline,pr_web_trapped,nel/M2PrADmg.cs,575
timeline,pr_worm_trapped,nel/M2PrADmg.cs,619
timeline,dmg_down,nel/M2PrADmg.cs,722
post_effect,THUNDER_TRAP,nel/M2PrADmgEffect.cs,74
timeline,press_damage_pr,nel/M2PrADmgEffect.cs,199
post_effect,MP_ABSORBED,nel/M2PrADmgEffect.cs,263
timeline,hits,nel/M2PrADmgEffect.cs,272
timeline,worm_released_splash,nel/M2PrADmgEffect.cs,348
timeline,hitl,nel/M2PrADmgEffect.cs,364
timeline,hitabsorb,nel/M2PrADmgEffect.cs,379
post_effect,ZOOM2,nel/M2PrADmgEffect.cs,387
timeline,hit_parry,nel/M2PrADmgEffect.cs,401
timeline,hits,nel/M2PrADmgEffect.cs,422
post_effect,FINAL_ALPHA,nel/M2PrADmgEffect.cs,527
post_effect,SUMMONER_ACTIVATE,nel/M2PrADmgEffect.cs,528
post_effect,ZOOM2,nel/M2PrADmgEffect.cs,545
post_effect,GAS_APPLIED,nel/M2PrADmgEffect.cs,546
post_effect,FINAL_ALPHA,nel/M2PrADmgEffect.cs,547
timeline,laying_egg_activate,nel/M2PrADmgEffect.cs,558
post_effect,FINAL_ALPHA,nel/M2PrADmgEffect.cs,559
post_effect,GAS_APPLIED,nel/M2PrADmgEffect.cs,560
post_effect,ZOOM2,nel/M2PrADmgEffect.cs,561
post_effect,LAYING_EGG,nel/M2PrADmgEffect.cs,562
post_effect,HEARTBEAT,nel/M2PrADmgEffect.cs,563
post_effect,ZOOM2,nel/M2PrMasturbate.cs,58
post_effect,ZOOM2_EATEN,nel/M2PrMasturbate.cs,225
timeline,masturbate_hit_s,nel/M2PrMasturbate.cs,248
timeline,masturbate_hit_s,nel/M2PrMasturbate.cs,337
timeline,masturbate_hit_s,nel/M2PrMasturbate.cs,382
post_effect,GAS_APPLIED,nel/M2PrMistApplier.cs,32
timeline,water_choked,nel/M2PrMistApplier.cs,160
post_effect,GAS_APPLIED,nel/M2PrMistApplier.cs,525
particle_once,ui_oc_slot_0,nel/M2PrOverChargeSlot.cs,14
particle_once,ui_oc_slot_1,nel/M2PrOverChargeSlot.cs,15
timeline,sliding_sunabokori,nel/M2PrSkill.cs,646
timeline,sway_sliding_activate,nel/M2PrSkill.cs,653
timeline,wheel_ground_bump,nel/M2PrSkill.cs,822
timeline,comet_ground_bump,nel/M2PrSkill.cs,895
timeline,smash_prepare,nel/M2PrSkill.cs,1091
post_effect,ZOOM2,nel/M2PrSkill.cs,1120
post_effect,FINAL_ALPHA,nel/M2PrSkill.cs,1121
post_effect,BURST,nel/M2PrSkill.cs,1122
post_effect,BGM_LOWER,nel/M2PrSkill.cs,1178
post_effect,BURST,nel/M2PrSkill.cs,1183
post_effect,ZOOM2,nel/M2PrSkill.cs,1184
post_effect,ZOOM2_EATEN,nel/M2PrSkill.cs,1185
post_effect,FLASH,nel/M2PrSkill.cs,1228
timeline,evadecounter_atk_prepare0,nel/M2PrSkill.cs,1337
timeline,evadecounter_atk_prepare1,nel/M2PrSkill.cs,1368
timeline,evadecounter_attack,nel/M2PrSkill.cs,1374
timeline,wheel_ground_bounce,nel/M2PrSkill.cs,2352
timeline,pr_cane_swing,nel/M2PrSkill.cs,2373
timeline,magic_recast_pr,nel/M2PrSkill.cs,3262
timeline,magic_recast_pr,nel/M2PrSkill.cs,3268
timeline,itembomb_initialize,nel/M2PrSkill.cs,4291
timeline,evade_init,nel/M2PrSkillShieldEvade.cs,309
timeline,evade_jump,nel/M2PrSkillShieldEvade.cs,550
timeline,evade_jump_execute,nel/M2PrSkillShieldEvade.cs,614
timeline,guard_bush_apply,nel/M2PrSkillShieldEvade.cs,737
post_effect,SHOTGUN,nel/M2PrSkillShieldEvade.cs,935
timeline,evade_counter_prepare,nel/M2PrSkillShieldEvade.cs,968
timeline,pcannon_rotate,nel/M2PuncherCannon.cs,115
timeline,pcannon_activate,nel/M2PuncherCannon.cs,119
timeline,pcannon_rotate_after,nel/M2PuncherCannon.cs,188
timeline,pcannon_shot,nel/M2PuncherCannon.cs,369
post_effect,ZOOM2,nel/M2PuzzCarrierMover.cs,997
timeline,puzzle_switch_activate,nel/M2PuzzleSwitch.cs,137
timeline,puzzle_switch_deactivate,nel/M2PuzzleSwitch.cs,159
timeline,frozen_gacha,nel/M2RebagachaAnnounce.cs,450
timeline,stone_ser_gacha,nel/M2RebagachaAnnounce.cs,456
timeline,pr_web_trapped_struggle,nel/M2RebagachaAnnounce.cs,465
effect,ser_decline,nel/M2Ser.cs,732
effect,ser_decline,nel/M2Ser.cs,768
timeline,stone_apply_physic_damage,nel/M2Ser.cs,1289
timeline,frozen_apply_physic_damage,nel/M2Ser.cs,1299
post_effect,CONFUSED_CAMERA,nel/M2SerItem.cs,652
post_effect,FINAL_ALPHA,nel/M2SerItem.cs,653
post_effect,CONFUSED_CAMERA,nel/M2SerItem.cs,772
post_effect,FINAL_ALPHA,nel/M2SerItem.cs,773
timeline,stone_ser_crack,nel/M2SerItem.cs,829
timeline,stone_ser_complete,nel/M2SerItem.cs,837
timeline,od_eaten_freeze,nel/M2SerLisEn_EATEN.cs,19
timeline,slipdamage_fire,nel/M2SerLisP_BURNED.cs,30
timeline,ser_awake,nel/M2SerListener.cs,54
timeline,slipdamage_fire,nel/M2SerLis_BURNED.cs,60
post_effect,HP_REDUCE,nel/M2SerLis_DEATH.cs,32
post_effect,ZOOM2_EATEN,nel/M2SerLis_EATEN.cs,34
timeline,frozen_quit,nel/M2SerLis_FROZEN.cs,30
timeline,frozen_init,nel/M2SerLis_FROZEN.cs,39
timeline,frozen_quit,nel/M2SerLis_FROZEN.cs,44
post_effect,JAMMING,nel/M2SerLis_JAMMING.cs,27
timeline,dmg_poison,nel/M2SerLis_POISON.cs,43
post_effect,GAS_APPLIED,nel/M2SerLis_SLEEP.cs,32
post_effect,STONEOVER,nel/M2SerLis_STONE.cs,43
timeline,stone_ser_init,nel/M2SerLis_STONE.cs,51
timeline,stone_ser_finish,nel/M2SerLis_STONE.cs,56
timeline,stone_ser_finish,nel/M2SerLis_STONE.cs,63
post_effect,ZOOM2_EATEN,nel/M2SerLis_STRONG_HOLD.cs,27
timeline,ser_web_trapped_quit,nel/M2SerLis_WEB_TRAPPED.cs,40
timeline,shield_deactivate,nel/M2Shield.cs,200
timeline,shield_lariat_init,nel/M2Shield.cs,220
timeline,justguard_prepare,nel/M2Shield.cs,588
custom_effect,justguard_prepare,nel/M2Shield.cs,602
timeline,shield_explode,nel/M2Shield.cs,614
custom_effect,shield_explode,nel/M2Shield.cs,629
timeline,shield_guard_success,nel/M2Shield.cs,739
timeline,shield_break,nel/M2Shield.cs,779
post_effect,BGM_WATER,nel/M2SinkEffect.cs,159
post_effect,GAS_APPLIED,nel/M2SinkEffect.cs,170
particle,foot_water,nel/M2WaterWatcher.cs,2309
particle,foot_water_splash_dot,nel/M2WaterWatcher.cs,2310
post_effect,WORM_TRAPPED,nel/M2WormTrap.cs,168
post_effect,ZOOM2,nel/M2WormTrap.cs,169
timeline,hitabsorb,nel/M2WormTrap.cs,176
effect,worm_trap_player,nel/M2WormTrap.cs,240
timeline,magic_abort,nel/MagicItem.cs,165
timeline,magic_killed,nel/MagicItem.cs,193
timeline,reflect_circle,nel/MagicItem.cs,985
timeline,magic_circle_close,nel/MagicItem.cs,2138
timeline,magic_init,nel/MagicItem.cs,2164
timeline,magic_chanted,nel/MagicItem.cs,2250
timeline,magic_hold,nel/MagicItem.cs,2619
timeline,magic_hold,nel/MagicItem.cs,2637
post_effect,SHOTGUN,nel/MDAT.cs,1232
post_effect,SHOTGUN,nel/MDAT.cs,1233
post_effect,SHOTGUN,nel/MDAT.cs,1233
post_effect,SHOTGUN,nel/MDAT.cs,1238
timeline,shotgun_pre,nel/MDAT.cs,1240
particle_once,mgblackhole_appear_shift_halo,nel/MgBlackHole.cs,81
timeline,mgblackhole_init,nel/MgBlackHole.cs,104
timeline,mgblackhole_charge,nel/MgBlackHole.cs,209
timeline,mgblackhole_appear,nel/MgBlackHole.cs,219
timeline,mgblackhole_end,nel/MgBlackHole.cs,255
custom_effect,blackhole,nel/MgBlackHole.cs,741
timeline,bsspider_trap_appear,nel/MgBsSpiderTrap.cs,223
timeline,bsspider_trap_appeared,nel/MgBsSpiderTrap.cs,232
timeline,bsspider_trap_bomb,nel/MgBsSpiderTrap.cs,282
timeline,bsspider_knife_shot,nel/MgBsSpiderTrap.cs,299
timeline,bsspider_trap_explode,nel/MgBsSpiderTrap.cs,420
timeline,bsspider_trap_charge,nel/MgBsSpiderTrap.cs,436
timeline,bsspider_trap_diasppear,nel/MgBsSpiderTrap.cs,651
particle_once,bsspider_trap_appeared_line,nel/MgBsSpiderTrapShot.cs,37
timeline,magic_killed,nel/MgBsSpiderTrapShot.cs,120
timeline,bsspider_trapshot_init,nel/MgBsSpiderTrapShot.cs,243
timeline,magic_killed,nel/MgBsSpiderTrapShot.cs,360
timeline,dropbomb_shot,nel/MgDropBomb.cs,262
timeline,dropbomb_ball,nel/MgDropBomb.cs,263
timeline,dropbomb_prepare_explode,nel/MgDropBomb.cs,461
timeline,dropbomb_explode,nel/MgDropBomb.cs,510
timeline,dropbomb_prepare_explode_eaten,nel/MgDropBomb.cs,579
timeline,hitabsorb_R,nel/MgDropBomb.cs,763
custom_effect,faceicon,nel/MgEfPxlFaceIcon.cs,39
timeline,stone_ser_finish,nel/MgEfSpiderCocoon.cs,116
timeline,golemtoy_missile_launched,nel/MgEnMissile.cs,142
timeline,missile_bomb,nel/MgEnMissile.cs,253
timeline,evade_jump_moving,nel/MgEvadeJump.cs,52
timeline,evade_jump_deperture,nel/MgEvadeJump.cs,106
timeline,magic_fireball,nel/MgFireBall.cs,81
timeline,magic_hit_to_water,nel/MgFireBall.cs,114
timeline,magic_fireball_explode,nel/MgFireBall.cs,124
timeline,mg_fireball_curve,nel/MgFireBall.cs,225
timeline,mg_fireball_boost_bh,nel/MgFireBall.cs,343
timeline,flowerycircle_init,nel/MgFlowerCircle.cs,99
timeline,flowerycircle_keep,nel/MgFlowerCircle.cs,130
timeline,flowerycircle_enter,nel/MgFlowerCircle.cs,610
timeline,itembomb_explode_prepare,nel/MgItemBomb.cs,480
timeline,itembomb_activate,nel/MgItemBomb.cs,506
custom_effect,self_explode_bomb,nel/MgItemBomb.cs,550
post_effect,SHOTGUN,nel/MgItemBomb.cs,551
timeline,hitabsorb_R,nel/MgItemBomb.cs,911
timeline,flashbang_self_explode,nel/MgItemBombFlashBang.cs,128
post_effect,BGM_LOWER,nel/MgItemBombFlashBang.cs,138
post_effect,BGM_WATER,nel/MgItemBombFlashBang.cs,139
post_effect,FINAL_ALPHA,nel/MgItemBombFlashBang.cs,140
timeline,itembomb_magic_explode,nel/MgItemBombMagic.cs,84
timeline,mg_ceildrop_prepare,nel/MgNCeilDrop.cs,139
timeline,golem_shot_broken,nel/MgNCeilDrop.cs,174
timeline,dropliquid_init,nel/MgNDropLiquidShot.cs,81
timeline,dropliquid_ground,nel/MgNDropLiquidShot.cs,97
timeline,dropliquid_explode_prepare,nel/MgNDropLiquidShot.cs,105
timeline,dropliquid_explode,nel/MgNDropLiquidShot.cs,159
timeline,ground_shockwave_init,nel/MgNGroundShockwave.cs,64
timeline,frozenbullet,nel/MgNIceShot.cs,55
timeline,frozenbullet_hit,nel/MgNIceShot.cs,89
timeline,ironball_init,nel/MgNIronBall.cs,39
timeline,ironball_bounce,nel/MgNIronBall.cs,61
timeline,ironball_break,nel/MgNIronBall.cs,76
timeline,mg_stonebullet_prepare,nel/MgNStoneBullet.cs,55
timeline,golem_shot_broken,nel/MgNStoneBullet.cs,129
particle_once,thunderball_shot_elec_a,nel/MgNThunderBallShot.cs,14
particle_once,thunderball_shot_elec_s,nel/MgNThunderBallShot.cs,15
timeline,thunderball_shot_appear,nel/MgNThunderBallShot.cs,40
timeline,thunderball_shot_break,nel/MgNThunderBallShot.cs,59
timeline,thunderball_shot_bounce,nel/MgNThunderBallShot.cs,62
timeline,thunderball_shot_break,nel/MgNThunderBallShot.cs,95
timeline,powerbomb_prepare,nel/MgPowerBomb.cs,58
timeline,powerbomb_explode,nel/MgPowerBomb.cs,68
timeline,pcannon_explode,nel/MgPuncherCannon.cs,137
timeline,shinebooster_tackle,nel/MgShineBooster.cs,30
timeline,shinebooster_trigger_te,nel/MgShineBooster.cs,32
timeline,shinebooster_crouch,nel/MgShineBooster.cs,137
timeline,shinebooster_trigger,nel/MgShineBooster.cs,146
timeline,shinebooster_trigger_te,nel/MgShineBooster.cs,148
timeline,shinebooster_burst,nel/MgShineBooster.cs,158
timeline,shinebooster_hitwall,nel/MgShineBooster.cs,167
timeline,tigrina_cannon_init,nel/MgTDTigrinaCannon.cs,58
timeline,tdtigrina_cannon_explode,nel/MgTDTigrinaCannon.cs,127
timeline,tdtigrina_cannon_explode,nel/MgTDTigrinaCannon.cs,180
timeline,magic_thunderbolt_init,nel/MgThunderbolt.cs,68
timeline,magic_thunderbolt_explode_s,nel/MgThunderbolt.cs,126
timeline,magic_thunderbolt_explode,nel/MgThunderbolt.cs,149
post_effect,SHOTGUN,nel/MgThunderbolt.cs,150
post_effect,FINAL_ALPHA,nel/MgThunderbolt.cs,151
particle_once,mg_watershard_trace_circle,nel/MgWaterShard.cs,36
timeline,mg_watershard_init,nel/MgWaterShard.cs,128
timeline,mg_watershard_shot_prepare,nel/MgWaterShard.cs,250
timeline,mg_watershard_shot,nel/MgWaterShard.cs,354
timeline,mg_watershard_hit,nel/MgWaterShard.cs,469
timeline,mg_watershard_barrier,nel/MgWaterShard.cs,781
timeline,whitearrow_appear,nel/MgWhiteArrow.cs,82
timeline,whitearrow_preparing,nel/MgWhiteArrow.cs,129
timeline,whitearrow_shot_first,nel/MgWhiteArrow.cs,135
timeline,magic_hit_to_water,nel/MgWhiteArrow.cs,178
timeline,whitearrow_hit_mv,nel/MgWhiteArrow.cs,200
timeline,whitearrow_hit_wall,nel/MgWhiteArrow.cs,212
timeline,whitearrow_arrow_float,nel/MgWhiteArrow.cs,221
timeline,water_slicer_activated,nel/MistManager.cs,590
custom_effect,Expectation,nel/MistPutter.cs,102
particle_once,general_white_circle,nel/MTR.cs,554
custom_effect,first_projection,nel/MvEvtMuseumOwl.cs,76
custom_effect,sphere_flash,nel/MvEvtMuseumOwl.cs,99
timeline,lp_museum_sphere_flash,nel/MvEvtMuseumOwl.cs,112
timeline,lp_museum_sphere_flash_out,nel/MvEvtMuseumOwl.cs,115
effect,irisspot,nel/MvNelNNEAListener_Firstman.cs,190
timeline,bsspider_splash_explode,nel/NASDanmakuLift.cs,264
timeline,bsspider_splash_explode,nel/NASDanmakuLift.cs,328
timeline,fox_jump_init,nel/NASJumper.cs,562
timeline,player_absorbed_basic,nel/NASStandardInjection.cs,204
timeline,puzz_barrier_lit_snapped,nel/NelChipBarrierLit.cs,68
timeline,puzz_warp_execute,nel/NelChipBarrierLit.cs,176
timeline,bench_sitdown,nel/NelChipBench.cs,68
custom_effect,eyescope_sight,nel/NelChipEyeScope.cs,75
timeline,puzz_foot_switch_on,nel/NelChipFootSwitch.cs,158
timeline,puzz_foot_switch_off,nel/NelChipFootSwitch.cs,192
timeline,puzzle_connector_activate,nel/NelChipPuzzleConnector.cs,73
timeline,puzzle_connector_deactivate,nel/NelChipPuzzleConnector.cs,105
particle_once,map_thunder_shooter,nel/NelChipThunderShooter.cs,43
particle,map_thunder_shooter_moving,nel/NelChipThunderShooter.cs,353
particle_once,wmng_fall_inject,nel/NelChipWaterShooter.cs,64
particle_once,wmng_fall_hit,nel/NelChipWaterShooter.cs,72
timeline,hits,nel/NelEnemy.cs,1163
timeline,en_stunned,nel/NelEnemy.cs,1663
timeline,en_critical_hit,nel/NelEnemy.cs,2032
timeline,mana_get_en,nel/NelEnemy.cs,2442
timeline,en_huttobi_init,nel/NelEnemy.cs,2618
timeline,en_huttobi_bound,nel/NelEnemy.cs,2660
timeline,en_huttobi,nel/NelEnemy.cs,2669
timeline,machine_die,nel/NelEnemy.cs,2844
timeline,enemy_die,nel/NelEnemy.cs,2871
timeline,enemy_die,nel/NelEnemy.cs,2883
timeline,en_enlarge,nel/NelEnemy.cs,3137
timeline,en_ensmall,nel/NelEnemy.cs,3141
timeline,enemy_get_experience_atk_loop,nel/NelEnemy.cs,3675
timeline,ser_attackup_init,nel/NelEnemy.cs,3677
timeline,enemy_get_experience_def_loop,nel/NelEnemy.cs,3689
timeline,ser_defenceup_init,nel/NelEnemy.cs,3691
